mat4 randomMatrices[100] = mat4[](
    mat4(0.77, 0.27, 0.96, 0.44, 0.06, 0.65, 0.61, 0.43, 0.09, 0.25, 0.80, 0.94, 0.61, 0.76, 0.66, 0.60),
    mat4(0.14, 0.79, 0.71, 0.07, 0.68, 0.83, 0.83, 0.34, 0.83, 0.37, 0.07, 0.68, 0.84, 0.51, 0.51, 0.10),
    mat4(0.84, 0.18, 0.33, 0.83, 0.75, 0.83, 0.31, 0.37, 0.38, 0.08, 0.98, 0.91, 0.30, 0.12, 0.14, 0.97),
    mat4(0.44, 0.47, 0.54, 0.63, 0.62, 0.24, 0.18, 0.56, 0.89, 0.23, 0.67, 0.81, 0.95, 0.69, 0.93, 0.68),
    mat4(0.70, 0.26, 0.92, 0.40, 0.17, 0.87, 0.37, 0.55, 0.54, 0.77, 0.69, 0.72, 0.51, 0.51, 0.26, 0.39),
    mat4(0.83, 0.83, 0.04, 0.84, 0.00, 0.78, 0.41, 0.98, 0.25, 0.75, 0.27, 0.93, 0.95, 0.55, 0.48, 0.21),
    mat4(0.94, 0.85, 0.67, 0.67, 0.54, 0.50, 0.84, 0.91, 0.74, 0.19, 0.45, 0.29, 0.37, 0.58, 0.99, 0.20),
    mat4(0.07, 0.26, 0.35, 0.35, 0.81, 0.03, 0.78, 0.15, 0.19, 0.99, 0.74, 0.46, 0.21, 0.95, 0.76, 0.77),
    mat4(0.93, 0.77, 0.63, 0.92, 0.80, 0.86, 0.11, 0.54, 0.15, 0.19, 0.06, 0.38, 0.85, 0.73, 0.94, 0.45),
    mat4(0.08, 0.70, 0.52, 0.82, 0.81, 0.71, 0.04, 0.18, 0.76, 0.66, 0.11, 0.28, 0.17, 0.72, 0.20, 0.34),
    mat4(0.96, 0.64, 0.74, 0.11, 0.86, 0.52, 0.02, 0.76, 0.12, 0.87, 0.26, 0.90, 0.73, 0.12, 0.03, 0.50),
    mat4(0.54, 0.50, 0.24, 0.51, 0.39, 0.16, 0.62, 0.35, 0.37, 0.08, 0.59, 0.90, 0.15, 0.72, 0.87, 0.07),
    mat4(0.37, 0.66, 0.44, 0.00, 0.34, 0.45, 0.53, 0.13, 0.01, 0.23, 0.49, 0.48, 0.94, 0.14, 0.67, 0.89),
    mat4(0.73, 0.94, 0.84, 0.57, 0.34, 0.03, 0.74, 0.79, 0.62, 0.30, 0.41, 0.53, 0.88, 0.39, 0.05, 0.77)
);
